,credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not_fully_paid
577,0,debt_consolidation,0.23,296.42,10.7098,10.82,814,7141.7,25883,91.1,2,1,0,0
578,1,educational,0.23,76.68,10.5081,20.5,629,7637.9,35029,3.4,1,1,0,0
579,1,all_other,0.23,769.14,10.0011,23.63,725,13263.8,31399,62.8,7,2,1,0
580,0,small_business,0.2199,77.48,11.8314,28.83,787,7432.9,30377,21.8,1,0,0,0
581,0,major_purchase,0.23,687.49,11.1528,8.86,731,16998.4,26294,47.4,4,1,0,0
582,1,major_purchase,0.2055,374.69,11.1718,14.81,815,14424.2,45339,42.4,4,0,0,0
583,0,small_business,0.23,558.88,12.77,0.87,686,1470.0,51295,39.0,4,2,1,0
584,1,small_business,0.23,260.53,11.095,7.59,626,14915.3,54233,19.0,5,1,0,0
585,1,major_purchase,0.23,182.09,10.1186,11.22,782,14138.6,26590,80.3,7,2,1,1
586,0,educational,0.23,503.38,10.7825,17.81,634,9780.4,20454,38.0,7,0,1,1
587,0,debt_consolidation,0.23,641.28,10.3151,14.13,780,9445.9,4969,88.7,6,1,0,1
588,0,major_purchase,0.23,216.17,10.6625,10.93,774,15204.0,26563,35.5,3,0,0,0
589,1,credit_card,0.23,420.91,10.6584,18.72,797,8221.3,59531,84.0,5,0,1,0
590,0,educational,0.23,427.96,10.5478,24.86,720,3710.9,15615,54.4,1,2,1,0
591,0,debt_consolidation,0.23,233.58,10.064,7.25,808,6319.3,50699,38.6,7,2,1,1
592,1,credit_card,0.23,530.29,11.8555,10.29,655,5508.4,45397,70.4,1,0,1,1
593,0,credit_card,0.23,174.05,11.0793,21.15,711,12578.0,39602,78.7,0,1,0,1
594,1,small_business,0.23,483.29,10.7647,23.34,645,4040.8,33916,48.3,6,2,0,0
595,0,debt_consolidation,0.2222,146.42,11.3546,24.76,781,11961.1,45379,42.5,6,0,1,0
596,0,debt_consolidation,0.23,462.71,11.1826,6.28,769,8921.4,5904,57.7,1,2,0,0
597,0,home_improvement,0.2199,314.86,11.0654,16.18,789,15274.2,7691,58.5,7,0,1,1
598,0,educational,0.2255,434.41,11.311,27.0,780,9245.0,11742,42.5,0,1,1,0
599,0,home_improvement,0.23,418.69,10.9804,11.76,684,16806.7,45954,75.8,0,2,0,1
600,1,home_improvement,0.23,821.74,11.3021,12.9,634,16308.0,25923,40.0,7,2,0,0
601,0,small_business,0.23,466.45,11.3519,29.54,815,4149.9,12464,45.3,1,0,0,0
602,1,home_improvement,0.23,745.72,10.9976,3.39,723,12664.8,2693,60.5,1,0,1,0
603,1,all_other,0.23,241.8,10.7678,21.17,639,4648.6,29338,98.7,6,0,1,1
604,1,small_business,0.2186,349.27,11.8182,25.51,814,14996.2,23919,26.1,4,1,0,1
605,1,debt_consolidation,0.23,113.83,10.6133,4.52,828,11807.3,10678,23.2,4,0,0,0
606,0,credit_card,0.23,407.64,11.1348,21.43,713,6000.0,1397,17.7,7,2,1,0
607,0,small_business,0.23,618.39,11.1483,14.09,781,5235.1,45227,68.9,0,0,0,1
608,1,all_other,0.23,762.44,10.5343,25.59,627,8302.8,46759,44.9,7,1,1,0
609,1,debt_consolidation,0.23,531.03,10.4153,27.22,639,14612.3,14756,38.9,2,2,1,1
610,0,debt_consolidation,0.23,594.06,10.6877,26.17,678,14534.7,29622,20.4,4,1,1,1
611,1,educational,0.23,200.68,10.6047,1.93,757,1567.4,15192,89.1,2,1,1,0
612,1,all_other,0.23,81.63,10.0251,22.71,648,6138.9,24532,44.3,2,0,1,0
613,1,debt_consolidation,0.23,722.93,10.5091,27.65,627,8188.5,6553,60.8,2,2,0,0
614,0,major_purchase,0.23,191.98,11.0597,18.64,760,10954.9,56775,11.3,4,2,0,1
615,0,home_improvement,0.2174,127.49,11.6596,18.03,781,3542.0,43236,10.8,7,2,0,0
616,0,home_improvement,0.23,846.93,11.2326,1.35,775,6699.8,54063,6.7,0,0,0,0
617,0,educational,0.23,868.99,9.3403,25.68,787,16055.1,17750,36.7,5,1,1,0
618,0,all_other,0.2206,573.82,11.2848,1.39,788,9101.3,52373,47.3,6,2,0,1
619,0,small_business,0.23,371.84,10.5651,9.41,746,13650.4,31096,24.5,5,2,0,1
620,0,major_purchase,0.23,758.25,11.1718,27.78,729,9241.2,11888,35.0,7,1,1,1
621,0,small_business,0.2231,224.01,10.8915,28.49,799,8904.7,19934,0.6,0,2,1,0
622,0,credit_card,0.23,414.98,10.7844,29.76,693,11572.7,48691,35.1,2,0,0,0
623,0,small_business,0.23,353.46,10.8387,14.29,640,5409.2,46482,11.9,3,2,1,1
624,0,major_purchase,0.23,825.79,10.8865,5.32,777,5246.6,43214,12.8,4,1,0,1
625,1,debt_consolidation,0.23,831.81,11.7066,14.64,677,17819.0,13589,0.5,2,2,0,1
626,1,credit_card,0.2291,603.25,10.8882,3.07,825,15772.9,38865,69.6,2,1,0,0
627,1,small_business,0.23,144.13,11.5513,26.18,706,13541.8,56450,93.1,6,1,1,1
628,1,debt_consolidation,0.2159,459.86,11.4639,16.82,798,3331.5,2925,62.2,1,2,1,1
629,0,educational,0.23,258.53,11.3002,12.14,628,1513.8,19280,9.6,7,2,1,0
630,1,debt_consolidation,0.2273,802.18,9.828,2.39,758,3982.0,4821,99.0,0,2,0,1
631,0,educational,0.23,167.64,11.57,12.16,714,16941.4,6231,97.6,3,0,1,0
632,1,small_business,0.23,96.16,10.6253,25.99,717,14876.9,59868,46.8,4,1,0,1
633,0,home_improvement,0.23,648.76,11.3294,21.1,675,9892.3,14418,10.8,7,2,0,1
634,0,credit_card,0.23,435.29,10.3165,2.47,823,17469.3,10762,72.1,6,2,1,0
635,0,all_other,0.23,762.61,10.189,4.8,702,3491.9,4436,96.1,0,1,0,0
636,0,major_purchase,0.23,113.44,12.0858,11.77,798,10505.6,58860,77.9,5,2,1,0
637,1,major_purchase,0.23,730.91,10.3258,3.04,709,4114.8,28124,62.4,2,1,1,0
638,1,credit_card,0.23,81.73,11.5877,28.02,630,6209.3,47482,61.1,6,0,0,1
639,0,home_improvement,0.1912,73.86,10.9711,19.57,804,16982.3,15015,97.8,6,2,1,0
640,0,educational,0.23,442.12,10.6479,2.84,658,15760.7,38454,7.3,1,1,0,1
641,1,credit_card,0.23,238.1,10.8731,23.64,676,2730.6,53162,15.0,2,1,1,1
642,1,small_business,0.23,554.66,10.1193,11.05,800,5242.2,40268,83.1,6,0,0,1
643,1,credit_card,0.23,71.94,10.8917,7.35,807,11106.6,31027,14.5,7,0,0,1
644,1,major_purchase,0.2035,80.08,10.2504,17.1,812,2043.0,12632,38.3,4,1,0,0
645,1,credit_card,0.23,668.08,10.6627,0.4,709,10351.4,14002,28.1,1,2,1,1
646,1,all_other,0.2226,228.64,11.4552,13.96,778,10936.4,35811,24.3,3,0,0,0
647,1,home_improvement,0.23,607.95,11.0525,25.31,688,5946.4,27076,2.6,6,2,0,0
648,0,all_other,0.23,687.43,10.0107,27.84,775,5983.1,2786,56.6,4,2,1,1
649,1,credit_card,0.23,100.43,11.4109,10.28,725,4894.3,11759,40.1,1,1,1,0
650,0,small_business,0.23,704.29,10.8957,19.27,630,16906.5,25920,55.2,2,2,1,1
651,0,debt_consolidation,0.23,278.16,10.5747,6.8,707,7610.8,10723,30.5,1,2,1,0
652,1,educational,0.23,381.11,11.348,16.81,718,10949.6,33236,94.1,3,2,1,0
653,0,debt_consolidation,0.23,123.64,10.7997,7.62,674,6126.8,18039,59.1,3,2,1,0
654,1,all_other,0.23,762.84,10.2006,17.14,698,12945.3,17491,96.1,4,2,1,0
655,1,educational,0.23,526.62,12.0087,5.15,725,2724.5,6498,35.0,7,2,0,0
656,0,credit_card,0.23,478.97,10.8896,28.24,630,2217.9,30193,0.2,5,0,1,0
657,0,debt_consolidation,0.23,873.27,10.8512,26.61,651,13652.8,11318,78.1,4,1,1,0
658,1,major_purchase,0.23,334.33,10.6569,10.11,781,13353.4,37824,82.7,2,2,1,1
659,1,debt_consolidation,0.23,807.16,11.608,23.3,693,5505.0,56282,5.9,5,1,0,0
660,1,educational,0.2232,661.73,10.5851,2.87,747,7035.8,54734,62.5,7,0,0,0
661,0,home_improvement,0.23,839.25,9.973,22.21,738,17273.4,40008,66.1,0,2,0,1
662,1,educational,0.23,821.63,10.4928,8.47,735,2773.6,48447,14.6,2,1,1,0
663,0,credit_card,0.23,892.38,11.6961,4.07,706,4113.5,55266,55.3,0,2,1,0
664,0,debt_consolidation,0.23,161.93,11.3993,20.35,721,8310.7,40905,24.3,1,0,1,0
665,0,educational,0.23,726.61,10.747,14.09,793,5795.7,15410,1.6,0,0,1,1
666,0,major_purchase,0.2131,733.82,11.724,15.9,822,12033.1,30050,86.7,4,1,1,0
667,1,educational,0.23,597.72,11.3488,15.62,673,12740.2,51420,49.2,6,0,1,0
668,1,all_other,0.23,287.03,10.74,1.78,760,9948.6,40079,78.2,7,1,1,1
669,0,all_other,0.2119,870.38,10.8005,1.54,823,11390.4,21736,72.3,1,1,1,0
670,1,small_business,0.23,223.76,11.0976,18.04,621,8368.2,10104,99.4,5,0,1,0
671,0,home_improvement,0.23,474.64,10.4009,18.72,784,13926.6,8651,43.8,2,2,0,1
672,1,credit_card,0.23,493.26,10.9027,1.42,724,1715.7,22621,42.8,2,0,1,0
673,0,all_other,0.2078,187.55,11.0851,11.35,823,6319.2,48282,28.2,4,2,0,1
674,0,small_business,0.23,664.15,9.8878,18.39,741,12635.3,33155,62.5,5,0,0,0
675,1,debt_consolidation,0.2284,125.54,10.7864,19.7,796,6604.0,3579,48.6,4,1,1,0
676,1,all_other,0.23,639.13,10.7182,24.85,654,2335.1,55106,72.9,0,2,0,1
677,1,all_other,0.23,771.32,11.5168,12.62,649,6865.2,24291,35.7,3,0,1,1
678,1,debt_consolidation,0.23,346.99,9.7933,16.45,814,13095.4,23435,13.1,2,2,0,1
679,0,debt_consolidation,0.23,653.01,10.6711,17.36,730,3073.7,49158,86.2,0,0,1,1
680,0,home_improvement,0.2269,183.26,10.6109,9.36,737,13318.7,22617,82.8,0,2,0,0
681,1,debt_consolidation,0.23,769.06,11.476,1.61,655,14182.7,37031,35.1,3,2,0,1
682,1,all_other,0.23,859.23,10.8739,0.13,667,11800.1,55270,69.0,0,0,0,1
683,0,home_improvement,0.23,179.79,11.9777,25.08,791,5152.0,31083,49.2,5,1,0,1
684,0,educational,0.23,638.08,11.2973,6.01,683,14690.0,36846,76.1,0,2,0,0
685,1,debt_consolidation,0.23,479.96,10.6539,18.91,742,4645.5,21218,39.0,1,0,1,0
686,0,home_improvement,0.23,501.77,11.0438,17.31,686,16399.0,53440,53.6,7,0,0,1
687,0,debt_consolidation,0.23,650.52,10.6876,11.99,675,13013.0,4503,5.8,5,0,0,1
688,1,home_improvement,0.23,465.43,11.4156,25.0,654,1930.2,16581,17.5,4,1,0,1
689,0,home_improvement,0.2102,560.28,10.1007,20.95,815,14587.9,59458,78.2,0,2,1,1
690,0,major_purchase,0.2029,246.27,10.4058,0.68,817,9609.4,29047,38.2,0,1,1,0
691,1,home_improvement,0.23,371.73,11.1734,23.3,644,8695.0,10486,3.5,7,1,0,0
692,0,educational,0.23,785.45,11.6355,15.21,694,8148.7,24824,16.8,6,2,1,1
693,1,debt_consolidation,0.2237,143.42,9.5788,10.41,738,11312.7,15318,41.2,7,0,0,1
694,1,debt_consolidation,0.23,557.94,11.7247,21.81,700,13317.8,31517,71.8,6,2,1,0
695,0,debt_consolidation,0.23,206.64,10.8159,20.58,771,16231.6,14154,36.3,0,0,0,0
696,1,all_other,0.23,769.56,9.7697,9.32,674,5640.1,23959,74.5,6,0,1,1
697,1,credit_card,0.23,542.19,9.099,29.49,632,11723.2,54476,85.8,3,2,0,1
698,0,debt_consolidation,0.23,392.59,9.9824,19.46,690,12667.8,4942,34.1,5,1,0,0
699,1,credit_card,0.23,262.35,10.8882,18.17,745,12471.6,45821,80.0,3,1,1,1
700,0,educational,0.23,421.32,10.8605,2.1,657,9381.0,4691,12.7,5,0,1,0
701,0,major_purchase,0.23,863.97,11.2799,8.38,791,7647.4,27439,41.5,6,1,0,0
702,1,debt_consolidation,0.23,482.83,10.5703,13.41,622,13960.4,40099,9.8,7,2,0,0
703,1,educational,0.23,449.07,10.2352,18.92,634,6100.2,57325,5.3,4,0,0,1
704,1,credit_card,0.23,684.33,10.6521,15.38,726,4536.9,15004,6.5,2,0,0,1
705,1,all_other,0.23,372.19,10.9202,22.89,727,10279.1,3167,10.5,4,0,1,0
706,1,all_other,0.23,413.31,11.0385,7.88,681,5549.4,45050,83.6,3,1,1,1
707,0,all_other,0.23,336.41,10.4265,21.06,674,1565.0,53620,54.4,1,2,0,1
708,0,major_purchase,0.23,178.28,11.4409,24.5,634,1876.8,33903,94.7,5,0,0,1
709,1,small_business,0.23,656.74,10.5272,22.95,759,12815.2,3625,53.8,0,2,1,1
710,1,small_business,0.23,792.08,10.3782,23.13,699,17543.5,30040,62.9,3,2,1,0
711,0,small_business,0.23,819.75,10.5746,26.66,644,8729.7,23467,18.4,5,1,0,0
712,0,major_purchase,0.23,798.68,11.5449,2.53,703,3500.0,27088,54.1,7,2,1,0
713,1,credit_card,0.2253,434.02,10.8203,20.92,816,14907.4,3240,38.5,4,2,0,0
714,0,all_other,0.23,291.46,10.4833,29.06,674,5444.4,19041,93.1,7,2,0,0
715,0,debt_consolidation,0.2243,592.24,11.4557,17.21,807,17925.6,59938,93.4,6,1,0,0
716,1,small_business,0.23,861.5,12.1856,6.52,674,10575.5,2747,19.8,1,0,0,1
717,0,home_improvement,0.23,667.99,11.0258,29.96,659,4954.8,54863,62.0,6,2,1,0
718,1,small_business,0.23,470.62,11.6403,5.24,674,9432.1,31051,63.8,2,1,1,1
719,1,home_improvement,0.23,635.49,11.5216,10.07,687,6701.5,35087,56.3,5,0,0,1
720,1,credit_card,0.23,706.66,10.5366,5.16,645,14251.0,56010,12.4,1,2,0,0
721,1,debt_consolidation,0.23,831.38,10.916,13.94,743,2798.9,13070,65.4,4,1,1,1
722,1,educational,0.23,698.73,10.1305,12.57,690,15569.0,59064,79.9,5,2,1,1
723,1,all_other,0.23,418.21,10.777,14.74,770,14044.7,16606,34.5,7,2,1,0
724,0,debt_consolidation,0.23,282.57,10.5243,27.84,723,15643.2,20945,51.5,7,0,1,1
725,1,all_other,0.23,474.9,10.6583,14.35,712,16214.9,26972,11.6,6,2,0,0
726,1,educational,0.23,328.95,10.4501,15.44,718,4906.2,36092,93.1,4,2,1,1
727,0,credit_card,0.23,851.35,10.7277,26.6,652,9857.1,19366,11.0,7,2,1,0
728,0,educational,0.23,481.77,11.2193,24.53,769,15448.7,47586,20.8,0,0,1,0
729,0,home_improvement,0.23,451.25,10.8283,7.19,641,7415.6,1278,29.8,7,2,0,1
730,0,educational,0.1846,345.97,9.7814,0.39,771,2026.9,39996,82.6,1,2,0,0
731,0,small_business,0.2156,593.5,10.4523,18.88,829,5957.8,39375,70.1,3,2,0,1
732,1,debt_consolidation,0.2297,492.04,9.9884,25.35,780,5112.6,32073,0.7,7,1,0,1
733,0,home_improvement,0.23,159.69,11.0464,16.59,715,15791.1,36805,18.4,5,2,1,1
734,0,all_other,0.23,788.83,11.202,6.34,686,8885.4,44860,75.0,6,1,0,1
735,0,credit_card,0.2203,355.16,11.0539,22.24,803,12620.3,54258,40.4,5,0,0,1
736,0,home_improvement,0.23,417.69,10.4276,20.09,674,17356.0,13102,2.6,4,2,0,0
737,1,debt_consolidation,0.23,224.82,11.0481,16.95,721,6086.2,28611,96.4,1,1,1,0
738,0,small_business,0.1973,520.39,10.6179,25.9,781,13940.4,33731,15.1,7,0,0,0
739,1,major_purchase,0.2002,646.75,10.2171,23.53,813,1387.0,20682,51.0,5,1,1,0
740,0,debt_consolidation,0.23,798.99,11.3452,20.04,813,2770.0,58431,24.8,5,0,0,1
741,0,home_improvement,0.23,93.87,11.3908,19.94,638,3751.7,30691,73.7,3,1,0,1
742,1,small_business,0.2095,877.33,11.4693,19.87,808,6311.1,35558,77.7,7,1,1,1
743,0,debt_consolidation,0.23,648.25,10.535,15.75,643,7850.8,11681,39.7,3,2,0,1
744,1,all_other,0.23,291.65,11.6076,13.92,742,9109.3,24947,65.8,1,2,0,0
745,1,credit_card,0.23,223.8,10.6039,21.29,815,5170.6,37532,90.9,1,1,1,1
746,1,debt_consolidation,0.23,301.67,11.2921,18.31,757,2125.7,25700,81.5,5,2,0,1
747,0,major_purchase,0.23,794.37,10.5935,14.7,818,12517.9,46201,41.5,5,0,0,1
748,0,home_improvement,0.23,297.68,10.7656,3.8,692,1402.2,8203,44.1,1,2,1,0
749,0,major_purchase,0.23,443.4,9.4473,21.06,686,14761.0,9207,88.7,5,0,0,1
750,0,small_business,0.23,649.88,10.7189,19.38,688,16795.6,20339,3.4,7,2,0,0
751,0,educational,0.23,791.19,10.9547,10.27,694,13076.3,19102,2.3,4,2,0,1
752,1,educational,0.23,609.79,10.654,10.69,763,11131.3,48927,20.6,7,0,1,1
753,0,small_business,0.23,690.14,11.9537,7.4,715,12169.3,52068,82.8,1,0,0,1
754,1,all_other,0.23,197.33,10.2025,28.86,774,12087.8,28317,15.3,3,2,0,0
755,0,all_other,0.23,795.8,10.5619,25.81,707,16839.0,30331,28.5,4,2,1,0
756,0,major_purchase,0.23,284.36,10.3571,16.83,684,17393.2,17662,62.9,2,2,0,1
757,1,all_other,0.23,159.12,10.5617,12.05,659,8254.1,31910,18.4,0,0,0,1
758,0,home_improvement,0.23,879.81,11.5188,22.1,735,11490.3,42388,30.3,3,1,1,1
759,0,credit_card,0.23,221.39,11.7868,15.83,808,14647.7,43344,46.7,2,1,0,1
760,1,educational,0.23,166.15,10.4795,29.28,800,1017.6,58138,22.8,1,2,0,1
761,1,small_business,0.23,582.12,10.4662,1.65,673,9959.3,34673,99.2,2,2,1,1
762,1,all_other,0.23,321.03,10.2057,1.03,720,12098.9,20419,16.3,3,2,0,0
763,1,small_business,0.23,163.35,11.6838,17.06,768,13192.5,4174,85.0,7,1,1,0
764,1,all_other,0.23,560.95,11.5726,6.1,748,7269.4,41274,47.0,3,0,0,0
765,1,credit_card,0.23,695.14,10.8364,18.13,634,6026.0,48237,12.9,3,2,1,0
766,1,educational,0.23,724.22,10.0623,23.44,744,4096.4,33144,11.8,3,0,1,0
767,0,educational,0.23,182.19,10.116,4.14,628,10482.9,55370,50.0,4,0,1,0
768,1,major_purchase,0.23,523.34,11.0024,13.22,644,16628.2,19014,35.4,2,0,0,1
769,0,all_other,0.23,741.63,11.2296,20.66,757,16231.6,3196,23.5,6,1,0,1
770,0,credit_card,0.23,186.92,9.6603,25.02,641,7119.4,37988,95.9,3,0,1,1
771,0,debt_consolidation,0.23,226.53,10.7072,14.89,691,5383.5,7274,46.3,3,1,0,0
772,1,major_purchase,0.23,52.05,11.871,6.18,743,14409.5,5046,92.9,0,0,1,1
773,0,all_other,0.23,495.94,10.7695,17.57,757,13324.7,42118,16.4,7,2,1,1
774,1,educational,0.23,215.48,11.7938,13.64,713,9590.8,26063,18.3,3,1,0,0
775,0,educational,0.23,665.61,11.2894,23.16,639,7613.5,36268,59.6,1,0,0,0
776,1,debt_consolidation,0.2297,867.88,10.2494,16.67,787,3104.6,44862,27.0,1,2,0,0
777,1,educational,0.2232,227.44,10.7244,8.38,819,14347.4,22951,18.5,2,1,1,0
778,1,debt_consolidation,0.23,601.73,10.8228,22.63,806,11496.9,36664,9.5,6,0,0,0
779,0,home_improvement,0.23,230.06,10.3285,15.53,777,7407.0,32354,7.6,0,1,0,0
780,1,home_improvement,0.23,65.31,10.3181,5.33,704,16619.4,34801,75.3,0,2,0,1
781,0,educational,0.213,694.77,11.8041,16.89,804,12214.4,42200,28.2,4,2,1,0
782,1,small_business,0.23,418.9,10.3136,28.45,722,16797.1,22822,97.8,3,1,1,1
783,0,educational,0.23,854.77,11.5471,21.17,648,9065.0,30268,18.3,7,2,1,1
784,1,small_business,0.1967,504.14,10.6381,8.96,798,8728.5,35468,35.4,6,0,1,0
785,1,major_purchase,0.23,183.86,10.8846,21.33,687,16933.1,8411,37.5,5,2,1,0
786,1,major_purchase,0.2245,432.31,11.2371,8.48,817,17316.5,12695,50.0,2,2,0,0
787,1,educational,0.23,222.46,10.5409,16.28,697,17333.0,5366,87.1,5,1,0,0
788,0,all_other,0.23,796.32,11.2407,15.8,802,14921.3,11881,83.5,4,1,1,1
789,1,all_other,0.23,637.27,9.6721,7.42,732,8860.9,26331,1.0,2,1,1,1
790,0,educational,0.23,340.05,11.1638,10.44,718,4575.1,56257,40.9,2,0,1,1
791,1,major_purchase,0.23,498.65,9.4189,28.27,682,7518.5,55373,82.8,7,2,1,0
792,0,educational,0.2165,619.06,10.7639,7.52,795,16951.1,45771,0.0,4,2,1,0
793,1,small_business,0.23,715.43,11.4125,24.03,632,7180.4,33466,53.4,3,2,1,0
794,1,educational,0.23,118.13,11.2734,20.02,718,13864.2,12151,25.9,6,0,1,0
795,1,major_purchase,0.23,69.14,10.121,15.98,697,16691.1,21493,41.3,2,2,1,0
796,1,major_purchase,0.2167,147.28,10.1982,4.13,734,17496.7,45976,42.0,1,1,0,1
797,0,credit_card,0.23,385.75,10.4868,6.14,673,17110.5,54522,39.2,7,2,0,1
798,1,home_improvement,0.23,446.7,11.0117,5.37,759,10436.0,57750,89.2,6,2,0,1
799,1,major_purchase,0.23,165.99,9.6808,17.6,701,9362.0,23317,53.6,3,2,0,0
800,1,major_purchase,0.23,399.48,10.8921,29.2,659,17789.9,29197,90.4,7,2,0,1
801,1,educational,0.23,425.38,11.0869,26.32,661,4709.0,30548,72.7,2,0,0,0
802,1,all_other,0.22,142.73,10.7302,0.76,766,4188.0,3374,35.1,5,0,1,0
803,0,all_other,0.23,829.16,11.2152,8.21,674,17374.1,6989,49.4,0,0,1,1
804,1,educational,0.23,559.27,11.0342,4.72,684,12716.3,2713,39.0,5,1,0,0
805,1,educational,0.23,380.26,10.575,29.27,751,10117.2,44244,82.9,1,2,1,0
806,1,credit_card,0.23,480.87,9.7383,7.07,689,3244.8,13460,18.8,1,2,1,0
807,0,all_other,0.23,317.07,10.98,6.04,701,9725.1,42018,93.6,6,1,0,1
808,1,educational,0.23,776.18,10.3282,18.63,671,17051.8,22516,58.0,1,2,1,1
809,1,credit_card,0.23,538.76,10.553,16.69,692,11249.2,47654,61.2,3,0,1,1
810,0,major_purchase,0.23,470.66,11.1875,6.78,765,7878.7,6931,51.7,7,1,1,0
811,0,debt_consolidation,0.23,824.25,11.7504,20.11,732,10368.8,19511,55.4,7,1,0,0
812,0,credit_card,0.2272,762.28,10.8772,2.91,829,16064.5,12289,66.8,3,0,0,0
813,1,major_purchase,0.2169,740.88,11.2324,0.58,782,16518.4,26163,65.5,0,1,1,0
814,0,small_business,0.23,241.77,10.0333,2.47,623,7801.5,33718,21.4,2,2,0,1
815,1,home_improvement,0.23,180.15,11.0473,10.95,699,11337.0,10100,58.2,4,2,0,0
816,1,major_purchase,0.23,636.58,10.8641,29.25,680,5746.4,40019,35.5,2,2,0,1
817,0,all_other,0.23,448.35,11.6375,16.42,743,8668.5,57870,63.7,5,2,0,1
818,0,home_improvement,0.23,631.16,10.5757,22.64,675,4738.0,2597,54.8,7,1,1,0
819,0,small_business,0.1651,696.53,10.755,9.64,822,10035.0,5164,18.0,4,0,0,0
820,1,major_purchase,0.23,301.02,11.5353,21.58,682,10830.1,57132,73.5,4,2,1,0
821,0,all_other,0.23,291.95,10.8448,28.99,729,6743.2,38940,45.7,4,1,1,0
822,0,small_business,0.23,467.21,10.2347,10.73,645,5626.0,55178,55.1,1,1,0,1
823,0,home_improvement,0.2269,282.52,12.431,29.97,811,3567.4,42315,67.3,4,0,1,1
824,0,home_improvement,0.2225,617.2,10.2528,19.15,811,3372.2,43039,65.3,7,2,1,1
825,1,educational,0.1884,684.72,10.8612,22.46,786,13094.8,9464,74.9,5,2,0,0
826,1,all_other,0.23,451.23,11.108,7.57,693,4767.8,30709,20.7,6,2,0,1
827,0,small_business,0.23,665.23,11.0606,19.29,632,3005.6,21919,11.0,6,0,1,1
828,0,educational,0.23,483.87,10.7862,15.33,769,17980.8,50017,66.9,3,2,0,1
829,0,major_purchase,0.23,655.94,10.7891,28.69,710,5418.6,2587,23.6,2,1,1,0
830,1,educational,0.2178,241.22,10.759,27.14,827,16232.8,1090,11.5,7,0,1,0
831,0,small_business,0.23,678.02,10.2304,11.9,766,11356.2,33396,13.1,3,1,0,1
832,1,credit_card,0.23,657.86,12.1901,28.41,733,13156.2,58226,31.3,5,1,0,1
833,1,educational,0.2197,276.61,10.768,26.54,827,10535.6,59696,99.2,5,1,1,0
834,0,small_business,0.2277,522.58,11.2582,17.71,788,4073.8,35612,15.7,0,0,1,0
835,0,credit_card,0.23,777.01,10.6992,2.46,716,15399.9,25793,29.9,2,1,0,1
836,0,all_other,0.23,262.09,10.6871,4.82,623,15075.5,16375,92.1,2,2,1,1
837,1,credit_card,0.23,675.58,10.6267,2.31,639,6944.7,59400,96.3,1,2,1,0
838,0,major_purchase,0.23,860.87,9.9701,3.24,713,13985.5,10994,22.9,6,2,0,0
839,0,debt_consolidation,0.23,786.31,10.8036,29.31,738,10231.7,7573,88.0,7,1,1,1
840,0,major_purchase,0.23,391.29,10.6558,6.37,626,16453.8,30500,13.9,7,2,1,1
841,0,home_improvement,0.23,566.13,11.6029,20.73,646,14648.0,23547,76.2,1,0,0,0
842,0,debt_consolidation,0.2219,893.0,10.182,19.1,767,1696.9,29748,1.3,3,2,1,1
843,1,small_business,0.23,533.17,10.5537,18.93,777,15947.7,54117,40.7,1,1,1,1
844,0,major_purchase,0.23,147.77,10.3609,6.2,626,17465.6,16188,24.7,0,1,0,0
845,0,major_purchase,0.23,88.62,11.7655,17.38,726,13616.7,52601,70.4,4,1,0,1
846,0,home_improvement,0.23,721.77,10.3784,18.77,637,3038.5,12705,1.6,6,2,1,1
847,1,all_other,0.2262,410.08,11.2374,17.11,771,14725.4,19415,46.5,0,0,1,0
848,0,credit_card,0.2285,259.79,11.4821,5.58,795,12007.3,267,69.7,5,1,1,0
849,0,debt_consolidation,0.23,345.52,10.8123,21.69,802,6760.0,40716,4.7,0,2,1,0
850,0,all_other,0.23,693.77,10.0739,2.2,745,16028.5,51507,89.7,6,1,0,1
851,1,small_business,0.23,445.46,10.0815,17.74,752,10614.6,53169,36.1,0,0,0,1
852,1,debt_consolidation,0.1914,788.22,11.4159,13.09,814,15499.8,10047,16.5,3,1,1,1
853,1,educational,0.23,674.69,10.1436,7.51,748,12391.9,46012,22.5,0,2,1,0
854,1,small_business,0.23,877.91,11.1352,24.22,713,5904.8,8480,33.9,3,2,0,0
855,1,all_other,0.2023,805.23,10.9686,5.28,778,17575.3,37708,19.8,3,0,0,0
856,0,educational,0.23,266.37,11.1263,27.99,744,10707.1,42143,51.1,4,1,0,1
857,0,credit_card,0.2087,610.2,11.183,26.54,796,9784.8,9154,63.3,6,2,1,0
858,0,educational,0.23,67.46,10.3398,10.82,730,7859.7,6630,43.3,7,0,1,1
859,1,credit_card,0.23,892.44,10.3147,9.15,802,3317.9,4380,42.7,2,0,1,0
860,1,all_other,0.23,271.86,11.329,4.12,629,12665.6,42501,78.2,7,0,0,1
861,1,all_other,0.23,615.08,10.5224,27.49,627,8323.6,36877,30.1,3,1,1,0
862,1,educational,0.23,771.78,9.2499,18.83,640,16888.4,7160,62.3,0,1,1,1
863,0,credit_card,0.23,186.39,11.2893,0.95,736,17406.7,30016,89.3,4,0,1,1
864,0,educational,0.23,770.7,10.2782,15.33,768,14049.9,47748,22.2,5,0,1,0
865,0,all_other,0.23,60.41,11.1803,2.57,665,5122.4,14282,62.0,2,1,1,1
